question,original_label,bloom_level
A blue solid cube with dimensions of 10.0 x 10-9 m was dispersed into water to become colloidal particles with dimensions of 1.0 x 10-9 m. Calculate the changes of surface area to volume (surface / volume).,Application,Apply
Being a technopreneur means dealing with innovation. Define what innovation is and also propose FOUR (4) types of innovations you can have in your organization.,Synthesis,Create
How does public health reporting differ today from reporting two years before,Analysis,Analyze
Define solvency and liquidity. Give some simple strategies that banks can follow to avoid insolvency or illiquidity. State reasons banks might option not to adopt these strategies.,Comprehension,Understand
Show how you would use Huffman coding to encode the following set of tokens.,Application,Apply
"Explain the meaning of the law of diminishing marginal returns. Briefly describe the relationship between total product (TP) and marginal product (MP), marginal product (MP) and average product (AP).",Comprehension,Understand
Differentiate the following functions using the quotient rule,Analysis,Analyze
"Analyze the problem, identifying its variables.",Analysis,Analyze
Explain the purpose of human communication process.,Comprehension,Understand
"A five-year, RM1,000 par value bond with a 6 percent semi-annual coupon is trading at current yield of 4 percent. Compute the duration of the bond.",Application,Apply
"FinFET technology is developed to minimize some of the shortcomings in planar MOSFETs. With the aid of diagrams, show the differences between these TWO (2) transistors.",Application,Apply
Elaborate on the importance of 'stability' for industrial enzymes.,Comprehension,Understand
"""The slope has been standing for more than 15 years! So it is safe"" and ""Geological report shows that the slope is safe"". The above statements are the common misconception. Propose FIVE (5) construction controls to ensure the safety of construction of residential building on hill-site in Malaysia.",Synthesis,Create
Describe the three (3) ways in which JIT and quality are related.,Comprehension,Understand
Describe FIVE (5) techniques to achieve dominance.,Knowledge,Remember
"Calculate Sharpe's measure for the AOV Portfolio and the market. Compare the TWO (2) measures, and assess the performance of the AOV's portfolio during the year just ended.",Application,Apply
Briefly describe the general properties of plastic in terms of strength and durability. Comment also why plastic is not suitable to use as reinforcement bar for concrete structure.,Evaluation,Evaluate
Break down the main actions of the story.,Analysis,Analyze
How many ways can you . . .?,Synthesis,Create
"Annealing is a thermal process typically performed after ion implantation. With the aid of diagrams, briefly discuss the purpose of this process.",Comprehension,Understand
Identify the correct definition of osmosis.,Knowledge,Remember
Identify which country has an absolute advantage in the production of sugar cane and blue agave.,Knowledge,Remember
Describe the advantages of Product Standardization.,Knowledge,Remember
"Contrast the treatment of ""well known"" trademarks provided by Paris Article and by TRIPS Article",Analysis,Analyze
Class Facility is an abstract class. Explain what this means,Comprehension,Understand
Examine the differences between the model excluding the most influential observation and the model including all observations.,Analysis,Analyze
Compare fall and spring,Analysis,Analyze
Examine the stated positions of both major political candidates with regard to a particular issue and state good reasons (based on principles discussed in class) for why one candidates position is more likely to be effective than the other's.,Evaluation,Evaluate
Compose an original work which incorporates five common materials in sculpture.,Synthesis,Create
Banks act as an important institution in the financial system. Briefly explain what a bank run is and provide THREE (3) causes that lead to its occurrence.,Comprehension,Understand
"Local oxidation of silicon or LOCOS is a type of application which involves wet oxidation. With the aid of diagrams, briefly illustrate this process.",Comprehension,Understand
Can you explain what must have happened when . . .?,Analysis,Analyze
Apply the energy band diagram to explain why an intrinsic semiconductor is conductive and that its conductivity increases with temperature.,Application,Apply
Justify why Benny used MP3 instead of other audio format.,Evaluation,Evaluate
Write a C++ statement to declare a variable of type musicType name MyTune.,Application,Apply
Explain the impact of 'connection keep-alive' or persistence connection in the context of request response model on performance of sending response to clients.,Comprehension,Understand
